,STNNBR,SAMPNO,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,POC,POC_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,TON,TON_FLAG_W,N2Ohy,N2O_FLAG_Why,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,CTDRINKO,CTDRINKO_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDBACKSCATTER,CTDBACKSCATTER_FLAG_W,HE3_HE4_RATIO,HE3_HE4_RATIO_FLAG_W,HELIUM,HELIUM_FLAG_W,NEON,NEON_FLAG_W,ARGON,ARGON_FLAG_W,KRYPTON,KRYPTON_FLAG_W,XENON,XENON_FLAG_W,Nd_143_D_EPSILON_BOTTLE,Nd_143_D_EPSILON_BOTTLE_FLAG_W,La_D_CONC_BOTTLE,La_D_CONC_BOTTLE_FLAG_W,Ce_D_CONC_BOTTLE,Ce_D_CONC_BOTTLE_FLAG_W,Pr_D_CONC_BOTTLE,Pr_D_CONC_BOTTLE_FLAG_W,Sm_D_CONC_BOTTLE,Sm_D_CONC_BOTTLE_FLAG_W,Eu_D_CONC_BOTTLE,Eu_D_CONC_BOTTLE_FLAG_W,Gd_D_CONC_BOTTLE,Gd_D_CONC_BOTTLE_FLAG_W,Tb_D_CONC_BOTTLE,Tb_D_CONC_BOTTLE_FLAG_W,Dy_D_CONC_BOTTLE,Dy_D_CONC_BOTTLE_FLAG_W,Ho_D_CONC_BOTTLE,Ho_D_CONC_BOTTLE_FLAG_W,Er_D_CONC_BOTTLE,Er_D_CONC_BOTTLE_FLAG_W,Tm_D_CONC_BOTTLE,Tm_D_CONC_BOTTLE_FLAG_W,Yb_D_CONC_BOTTLE,Yb_D_CONC_BOTTLE_FLAG_W,Lu_D_CONC_BOTTLE,Lu_D_CONC_BOTTLE_FLAG_W,HPLC,HPLC_FLAG_W,Nd_D_CONC,Nd_D_CONC_FLAG_W,Nd_143_144_D_RATIO_BOTTLE,Nd_143_144_D_RATIO_BOTTLE_FLAG_W,Nd_143_144_D_RATIO_BOTTLE_ERROR,Nd_143_D_EPSILON_BOTTLE_ERROR,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
2999,87.0,28.0,3000,320620180309,       S04P,1.0,28.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,236.1,1.6927,34.5283,2.0,34.5266,2.0,194.9998,3.0,191.9,2.0,75.4,2.0,34.53,2.0,0.0,2.0,2.31,2.0,1.472,2.0,0.778,2.0,0.78,2.0,2254.8,2.0,2331.84,2.0,7.5437,2.0,24.87,1.6931,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,23.03,2.0,20180423.0,1913.0,-67.0005,-121.0733,191.601,2.0,0.067,1.0,4.643,1.0,0.151,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,22.63,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3000,87.0,27.0,3001,320620180309,       S04P,1.0,27.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,287.1,1.8392,34.5781,2.0,34.5752,2.0,186.6005,3.0,184.5,2.0,77.7,2.0,34.22,2.0,0.0,2.0,2.29,2.0,,9.0,,9.0,,9.0,2252.2,2.0,2336.46,2.0,7.5481,2.0,24.87,1.8422,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1911.0,-67.0005,-121.0728,185.5991,2.0,0.066,1.0,4.648,1.0,0.154,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3001,87.0,26.0,3002,320620180309,       S04P,1.0,38.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,338.8,1.9772,34.6262,2.0,34.625,2.0,179.394,2.0,178.1,2.0,80.6,2.0,33.86,2.0,0.0,2.0,2.26,2.0,0.715,2.0,0.386,2.0,0.26,2.0,2257.5,2.0,2339.5,2.0,7.5527,2.0,24.88,1.9772,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,22.51,2.0,20180423.0,1909.0,-67.0006,-121.0722,180.2994,2.0,0.062,1.0,4.651,1.0,0.142,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,22.16,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3002,87.0,25.0,3003,320620180309,       S04P,1.0,25.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,388.0,1.9998,34.6508,2.0,34.6499,2.0,177.5988,2.0,177.4,2.0,81.8,2.0,33.49,2.0,0.0,2.0,2.25,2.0,,9.0,,9.0,,9.0,2257.7,6.0,2345.67,2.0,7.5608,2.0,24.87,1.9998,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1907.0,-67.0006,-121.0719,179.2996,2.0,0.064,1.0,4.65,1.0,0.146,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3003,87.0,24.0,3004,320620180309,       S04P,1.0,24.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,438.8,2.003,34.6714,2.0,34.6711,2.0,178.5996,2.0,178.4,2.0,82.8,2.0,33.08,2.0,0.0,2.0,2.23,2.0,0.481,2.0,0.259,2.0,0.27,2.0,2256.5,2.0,2346.76,2.0,7.5663,2.0,24.87,2.0032,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,21.38,2.0,20180423.0,1905.0,-67.0006,-121.0717,179.6001,2.0,0.062,1.0,4.65,1.0,0.138,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,21.13,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3004,87.0,23.0,3005,320620180309,       S04P,1.0,23.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,490.0,1.9888,34.6853,2.0,34.6852,2.0,179.5054,2.0,180.4,2.0,84.0,2.0,32.8,2.0,0.0,2.0,2.21,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.9903,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1903.0,-67.0005,-121.0721,180.1938,2.0,0.064,1.0,4.652,1.0,0.141,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3005,87.0,22.0,3006,320620180309,       S04P,1.0,37.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,570.1,1.948,34.7037,2.0,34.7035,2.0,181.6006,2.0,182.0,2.0,86.2,2.0,32.43,2.0,0.0,2.0,2.17,2.0,0.321,2.0,0.171,2.0,0.2,2.0,2256.5,2.0,2347.32,2.0,7.577,2.0,24.87,1.9475,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,21.28,2.0,20180423.0,1900.0,-67.0005,-121.0723,181.3004,2.0,0.062,1.0,4.652,1.0,0.141,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,21.0,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3006,87.0,21.0,3007,320620180309,       S04P,1.0,21.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,672.1,1.8677,34.7173,2.0,34.7166,2.0,184.4959,2.0,184.7,2.0,88.5,2.0,32.09,2.0,0.0,2.0,2.14,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.8679,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1857.0,-67.0005,-121.0728,183.6037,2.0,0.063,1.0,4.653,1.0,0.14,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3007,87.0,20.0,3008,320620180309,       S04P,1.0,20.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,774.1,1.784,34.7246,2.0,34.7243,2.0,186.309,2.0,186.2,2.0,91.0,2.0,31.93,2.0,0.0,2.0,2.14,2.0,0.244,2.0,0.134,2.0,0.08,2.0,2256.2,2.0,2352.15,2.0,7.5876,2.0,24.86,1.785,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,19.94,2.0,20180423.0,1854.0,-67.0005,-121.0732,185.3979,2.0,0.061,1.0,4.653,1.0,0.137,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.75,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3008,87.0,19.0,3009,320620180309,       S04P,1.0,19.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,876.1,1.7042,34.7289,2.0,34.7296,2.0,188.6969,2.0,188.2,2.0,93.4,2.0,31.81,2.0,0.0,2.0,2.13,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.7015,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1852.0,-67.0004,-121.0734,187.207,2.0,0.062,1.0,4.654,1.0,0.133,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3009,87.0,18.0,3010,320620180309,       S04P,1.0,18.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,976.8,1.6062,34.7314,2.0,34.7319,2.0,191.0017,2.0,190.3,2.0,96.2,2.0,31.74,2.0,0.0,2.0,2.14,2.0,0.201,2.0,0.102,2.0,0.04,2.0,2255.8,2.0,2358.16,2.0,7.595,2.0,24.86,1.609,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,19.78,2.0,20180423.0,1849.0,-67.0005,-121.0732,189.4994,2.0,0.062,1.0,4.655,1.0,0.141,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.6,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3010,87.0,17.0,3011,320620180309,       S04P,1.0,17.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,1077.6,1.5321,34.732,2.0,34.7319,2.0,192.0011,2.0,191.6,2.0,98.8,2.0,31.8,2.0,0.0,2.0,2.13,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.5318,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1846.0,-67.0005,-121.0729,190.9029,2.0,0.061,1.0,4.65,1.0,0.13,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3011,87.0,16.0,3012,320620180309,       S04P,1.0,16.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,1179.1,1.4543,34.7311,2.0,34.7314,2.0,193.4027,2.0,192.7,2.0,101.3,2.0,31.86,2.0,0.0,2.0,2.14,2.0,,9.0,,9.0,,9.0,2258.1,2.0,2358.94,2.0,7.5948,2.0,24.86,1.4542,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1842.0,-67.0005,-121.0726,192.2,2.0,0.061,1.0,4.657,1.0,0.13,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3012,87.0,15.0,3013,320620180309,       S04P,1.0,15.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,1280.5,1.3718,34.7294,2.0,34.7292,2.0,193.8997,2.0,194.3,2.0,103.5,2.0,33.2,3.0,0.0,2.0,2.17,2.0,0.0,4.0,0.0,4.0,0.28,4.0,2257.4,2.0,2359.19,2.0,7.5971,2.0,24.87,1.3733,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.0,4.0,20180423.0,1838.0,-67.0005,-121.0727,193.3,2.0,0.061,1.0,4.654,1.0,0.128,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,0.0,4.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3013,87.0,14.0,3014,320620180309,       S04P,1.0,14.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,1382.5,1.2951,34.7275,2.0,34.7272,2.0,194.902,2.0,195.3,2.0,106.5,2.0,31.99,2.0,0.0,2.0,2.16,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.2945,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1835.0,-67.0005,-121.0729,194.7003,2.0,0.061,1.0,4.656,1.0,0.128,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3014,87.0,13.0,3015,320620180309,       S04P,1.0,13.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,1485.1,1.2295,34.7255,2.0,34.7266,2.0,196.5978,2.0,196.7,2.0,108.2,2.0,31.99,2.0,0.0,2.0,2.17,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.2293,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1832.0,-67.0005,-121.0731,196.1999,2.0,0.061,1.0,4.652,1.0,0.127,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3015,87.0,12.0,3016,320620180309,       S04P,1.0,12.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,1586.5,1.1715,34.7235,2.0,34.7235,2.0,197.403,2.0,198.2,2.0,110.3,2.0,32.06,2.0,0.0,2.0,2.17,2.0,0.148,2.0,0.076,2.0,-0.01,2.0,2258.4,2.0,2359.61,2.0,7.5991,2.0,24.89,1.1714,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,19.28,2.0,20180423.0,1829.0,-67.0005,-121.0726,197.3056,2.0,0.062,1.0,4.655,1.0,0.129,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.14,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3016,87.0,11.0,3017,320620180309,       S04P,1.0,11.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,1759.9,1.0668,34.7197,2.0,34.7202,2.0,199.2024,2.0,199.8,2.0,114.0,2.0,32.16,2.0,0.0,2.0,2.17,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,1.0678,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1825.0,-67.0005,-121.0727,199.3011,2.0,0.061,1.0,4.658,1.0,0.127,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3017,87.0,10.0,3018,320620180309,       S04P,1.0,10.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,1961.9,0.9712,34.716,2.0,34.7164,2.0,201.3964,2.0,201.7,2.0,117.7,2.0,32.26,2.0,0.0,2.0,2.18,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,0.9712,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1820.0,-67.0005,-121.0728,201.4042,2.0,0.061,1.0,4.658,1.0,0.128,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3018,87.0,9.0,3019,320620180309,       S04P,1.0,9.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,2198.1,0.8649,34.712,2.0,34.7121,2.0,203.6026,2.0,203.4,2.0,121.6,2.0,32.37,2.0,0.0,2.0,2.18,2.0,0.156,2.0,0.082,2.0,0.21,2.0,2261.5,2.0,2361.81,2.0,7.6007,2.0,24.87,0.8651,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,19.05,2.0,20180423.0,1815.0,-67.0005,-121.0726,203.6011,2.0,0.06,1.0,4.658,1.0,0.126,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,18.91,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3019,87.0,8.0,3020,320620180309,       S04P,1.0,8.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,2451.8,0.7682,34.708,2.0,34.708,2.0,205.6023,2.0,205.9,2.0,124.4,2.0,32.5,2.0,0.0,2.0,2.19,2.0,0.185,2.0,0.106,2.0,0.07,2.0,2262.1,2.0,2363.62,2.0,7.5987,2.0,24.86,0.7687,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,18.99,2.0,20180423.0,1809.0,-67.0005,-121.0729,205.7004,2.0,0.061,1.0,4.658,1.0,0.127,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,18.86,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3020,87.0,7.0,3021,320620180309,       S04P,1.0,7.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,2707.8,0.6811,34.7054,2.0,34.7054,2.0,207.8003,2.0,207.5,2.0,127.2,2.0,32.66,2.0,0.0,2.0,2.21,2.0,0.215,2.0,0.112,2.0,0.14,2.0,2262.2,2.0,2363.24,2.0,7.5973,2.0,24.88,0.6813,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,19.2,2.0,20180423.0,1804.0,-67.0004,-121.0742,207.6051,2.0,0.061,1.0,4.658,1.0,0.126,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,19.06,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3021,87.0,6.0,3022,320620180309,       S04P,1.0,6.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,2963.4,0.5845,34.7038,2.0,34.7043,2.0,209.4047,2.0,209.0,2.0,129.4,2.0,32.74,2.0,0.0,2.0,2.21,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,0.5844,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1758.0,-67.0004,-121.0743,209.4986,2.0,0.061,1.0,4.658,1.0,0.126,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3022,87.0,5.0,3023,320620180309,       S04P,1.0,5.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,3256.7,0.4981,34.7023,2.0,34.7009,2.0,211.0979,2.0,211.5,2.0,132.8,2.0,32.86,2.0,0.0,2.0,2.21,2.0,0.227,2.0,0.121,2.0,0.11,2.0,2263.9,2.0,2365.26,2.0,7.5951,6.0,24.89,0.498,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,18.97,2.0,20180423.0,1752.0,-67.0001,-121.076,211.5998,2.0,0.062,1.0,4.658,1.0,0.126,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,18.83,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3023,87.0,4.0,3024,320620180309,       S04P,1.0,4.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,3563.0,0.4493,34.7018,2.0,34.7011,2.0,212.5037,2.0,212.5,2.0,135.9,2.0,32.89,2.0,0.0,2.0,2.22,2.0,0.239,2.0,0.127,2.0,0.21,2.0,2263.7,2.0,2364.23,2.0,7.5965,2.0,24.87,0.4497,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,18.7,2.0,20180423.0,1745.0,-67.0004,-121.076,212.702,2.0,0.061,1.0,4.657,1.0,0.125,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,18.58,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3024,87.0,3.0,3025,320620180309,       S04P,1.0,3.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,3871.3,0.4052,34.7009,2.0,34.7007,2.0,213.3034,2.0,213.7,2.0,139.0,2.0,32.94,2.0,0.0,2.0,2.21,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,0.4053,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,9.0,20180423.0,1739.0,-67.0005,-121.0733,213.8977,2.0,0.061,1.0,4.656,1.0,0.126,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,,9.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3025,87.0,2.0,3026,320620180309,       S04P,1.0,2.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,4180.3,0.3776,34.6999,2.0,34.6996,2.0,215.1984,2.0,215.4,2.0,142.1,2.0,33.0,2.0,0.0,2.0,2.22,2.0,0.372,2.0,0.192,2.0,0.14,2.0,2265.3,2.0,2365.1,2.0,7.5941,2.0,24.86,0.3779,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,18.77,2.0,20180423.0,1732.0,-67.0006,-121.0722,214.9039,2.0,0.061,1.0,4.654,1.0,0.129,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,18.65,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
3026,87.0,1.0,3027,320620180309,       S04P,1.0,1.0,2.0,20180423.0,1725.0,-67.0005,-121.0734,4426,4507.7,0.3748,34.6979,2.0,34.6984,2.0,214.7008,2.0,214.4,2.0,147.1,2.0,33.5,2.0,0.0,2.0,2.22,2.0,0.479,2.0,0.241,2.0,0.27,2.0,2263.8,6.0,2365.85,2.0,7.593,2.0,24.87,0.3748,2.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,18.95,2.0,20180423.0,1725.0,-67.0005,-121.0734,215.1939,2.0,0.06,1.0,4.641,1.0,0.146,1.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,18.82,2.0,['S04P'],2018-03-09,2018-05-14,Bonnie
