,STNNBR,SAMPNO,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,POC,POC_FLAG_W,PON,PON_FLAG_W,CHLORA,CHLORA_FLAG_W,PPHYTN,PPHYTN_FLAG_W,THETA,DELHER,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
4301,127.0,19.0,4302,096U20160426,       P15S,1.0,2019.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,1136.3,3.917,34.559,2.0,34.5591,2.0,104.8,2.0,102.4,2.0,88.41,2.0,38.06,2.0,0.0,4.0,2.71,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,3.8305,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4302,127.0,20.0,4303,096U20160426,       P15S,1.0,2020.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,1136.4,3.963,34.558,2.0,34.5571,2.0,104.6,2.0,102.2,2.0,87.42,2.0,38.02,2.0,0.0,4.0,2.72,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,3.8761,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4303,127.0,18.0,4304,096U20160426,       P15S,1.0,2018.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,1241.9,3.606,34.57,2.0,34.5686,2.0,108.4,2.0,106.3,2.0,95.0,2.0,37.97,2.0,0.0,4.0,2.71,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,3.5134,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4304,127.0,17.0,4305,096U20160426,       P15S,1.0,2017.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,1401.4,3.175,34.588,2.0,34.587,2.0,112.7,2.0,112.4,2.0,104.5,2.0,37.81,2.0,0.0,4.0,2.69,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,3.0734,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4305,127.0,16.0,4306,096U20160426,       P15S,1.0,2016.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,1560.8,2.799,34.605,2.0,34.6056,2.0,119.9,2.0,118.6,2.0,111.67,2.0,37.26,2.0,0.0,4.0,2.65,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.6884,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4306,127.0,15.0,4307,096U20160426,       P15S,1.0,2015.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,1765.6,2.518,34.621,2.0,34.6195,2.0,123.4,2.0,122.8,2.0,118.74,2.0,37.21,2.0,0.0,4.0,2.63,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.3938,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4307,127.0,14.0,4308,096U20160426,       P15S,1.0,2014.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,1976.2,2.252,34.638,2.0,34.6372,2.0,125.3,2.0,124.8,2.0,126.45,2.0,37.12,2.0,0.0,4.0,2.62,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.1137,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4308,127.0,13.0,4309,096U20160426,       P15S,1.0,2013.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,2236.2,2.035,34.652,2.0,34.6511,2.0,130.2,2.0,129.4,2.0,131.57,2.0,36.97,2.0,0.0,4.0,2.6,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.8777,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4309,127.0,12.0,4310,096U20160426,       P15S,1.0,2012.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,2485.4,1.875,34.663,2.0,34.6618,2.0,135.5,2.0,135.6,2.0,134.59,2.0,36.61,2.0,0.0,4.0,2.56,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.6983,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4310,127.0,11.0,4311,096U20160426,       P15S,1.0,2011.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,2735.1,1.742,34.671,2.0,34.6719,2.0,140.7,2.0,141.2,2.0,136.55,2.0,36.25,2.0,0.0,4.0,2.53,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.545,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4311,127.0,10.0,4312,096U20160426,       P15S,1.0,2010.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,2990.5,1.65,34.679,2.0,34.6772,2.0,148.2,2.0,149.7,2.0,136.6,2.0,36.24,2.0,0.0,4.0,2.53,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.4308,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4312,127.0,9.0,4313,096U20160426,       P15S,1.0,2009.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,3271.0,1.571,34.683,2.0,34.6829,2.0,155.0,2.0,156.7,2.0,133.83,2.0,35.28,2.0,0.0,4.0,2.44,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.3261,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4313,127.0,8.0,4314,096U20160426,       P15S,1.0,2008.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,3585.1,1.487,34.688,2.0,34.6882,2.0,161.3,2.0,163.5,2.0,132.83,2.0,34.86,2.0,0.0,4.0,2.41,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.2124,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4314,127.0,7.0,4315,096U20160426,       P15S,1.0,2007.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,3950.6,1.396,34.694,2.0,34.6928,2.0,168.4,2.0,170.2,2.0,132.55,2.0,34.47,2.0,0.0,4.0,2.38,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.0852,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4315,127.0,6.0,4316,096U20160426,       P15S,1.0,2006.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,4361.0,1.343,34.698,2.0,34.6978,2.0,175.9,2.0,178.4,2.0,130.07,2.0,33.94,2.0,0.0,4.0,2.33,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.9885,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4316,127.0,5.0,4317,096U20160426,       P15S,1.0,2005.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,4760.4,1.301,34.702,2.0,34.702,2.0,185.6,2.0,186.6,2.0,125.71,2.0,33.29,2.0,0.0,4.0,2.29,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.9018,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4317,127.0,4.0,4318,096U20160426,       P15S,1.0,2004.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,5155.4,1.223,34.706,2.0,34.7061,2.0,195.7,2.0,197.2,2.0,121.2,2.0,32.54,2.0,0.0,4.0,2.24,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.7791,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4318,127.0,3.0,4319,096U20160426,       P15S,1.0,2003.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,5505.2,1.238,34.707,2.0,34.7074,2.0,199.2,2.0,199.5,2.0,120.34,2.0,32.46,2.0,0.0,4.0,2.23,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.7501,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4319,127.0,2.0,4320,096U20160426,       P15S,1.0,2002.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,5590.1,1.246,34.707,2.0,34.707,2.0,199.8,2.0,199.7,2.0,120.37,2.0,32.41,2.0,0.0,4.0,2.23,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.747,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4320,127.0,1.0,4321,096U20160426,       P15S,1.0,2001.0,2.0,20160620.0,1858.0,-6.5003,-168.7491,5551,5642.9,1.251,34.707,2.0,34.7076,2.0,200.0,2.0,200.0,2.0,120.19,2.0,32.39,2.0,0.0,4.0,2.23,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.7451,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4321,128.0,36.0,4322,096U20160426,       P15S,1.0,2036.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,5.6,30.455,34.897,2.0,34.8935,2.0,187.3,2.0,192.0,2.0,0.6,2.0,0.02,2.0,0.0,4.0,0.14,2.0,1.364,6.0,0.875,6.0,1.218,6.0,1943.2,2.0,2295.0,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,30.4536,,5.4248,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4322,128.0,35.0,4323,096U20160426,       P15S,1.0,2035.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,19.7,30.299,34.893,2.0,34.8939,2.0,186.5,2.0,192.0,2.0,0.59,2.0,0.02,2.0,0.0,4.0,0.14,2.0,1.365,2.0,0.874,2.0,1.156,2.0,1944.0,6.0,2294.6,6.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,30.2941,,5.5391,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4323,128.0,34.0,4324,096U20160426,       P15S,1.0,2034.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,36.8,30.285,34.893,2.0,34.8916,2.0,186.3,2.0,191.7,2.0,0.57,2.0,0.02,4.0,0.0,4.0,0.14,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,30.2758,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4324,128.0,33.0,4325,096U20160426,       P15S,1.0,2033.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,66.1,30.279,34.893,2.0,34.9087,2.0,186.3,2.0,192.1,2.0,0.58,2.0,0.02,4.0,0.0,4.0,0.14,2.0,1.363,2.0,0.878,2.0,1.161,2.0,1946.0,2.0,2296.2,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,30.2625,,5.5683,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4325,128.0,32.0,4326,096U20160426,       P15S,1.0,2032.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,105.5,28.781,35.923,2.0,36.2906,2.0,171.5,2.0,170.9,2.0,1.32,2.0,1.64,2.0,0.94,2.0,0.43,2.0,1.486,2.0,0.956,2.0,1.208,2.0,2048.2,2.0,2371.4,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,28.7555,,6.1447,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4326,128.0,31.0,4327,096U20160426,       P15S,1.0,2031.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,136.5,25.151,36.349,2.0,35.584,2.0,151.7,2.0,155.4,2.0,1.28,2.0,5.63,2.0,0.13,2.0,0.63,2.0,1.695,2.0,1.1,2.0,1.285,2.0,2107.5,2.0,2390.0,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,25.1212,,7.1305,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4327,128.0,30.0,4328,096U20160426,       P15S,1.0,2030.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,186.9,18.518,35.549,2.0,35.5835,2.0,132.7,2.0,134.9,2.0,3.63,2.0,10.91,2.0,0.01,4.0,1.01,2.0,2.015,2.0,1.253,2.0,1.183,2.0,2149.8,2.0,2342.5,6.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,18.4851,,18.2367,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4328,128.0,29.0,4329,096U20160426,       P15S,1.0,2029.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,236.7,14.563,35.083,2.0,35.0515,2.0,81.1,2.0,75.4,2.0,12.08,2.0,21.02,2.0,0.0,4.0,1.77,2.0,1.636,2.0,0.976,2.0,0.718,2.0,2204.2,2.0,2310.3,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,14.5278,,45.2887,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4329,128.0,28.0,4330,096U20160426,       P15S,1.0,2028.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,286.6,12.202,34.888,2.0,34.8735,2.0,72.8,2.0,69.6,2.0,17.93,2.0,25.88,2.0,0.0,4.0,1.99,2.0,1.193,2.0,0.683,2.0,0.343,2.0,2216.9,2.0,2302.0,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,12.1641,,45.1474,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4330,128.0,27.0,4331,096U20160426,       P15S,1.0,2027.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,321.6,11.159,34.82,2.0,34.8055,2.0,55.9,2.0,49.6,2.0,23.45,2.0,29.81,2.0,0.0,4.0,2.22,2.0,0.81,6.0,0.452,6.0,0.173,6.0,2235.5,2.0,2300.1,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,11.1188,,54.6631,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4331,128.0,26.0,4332,096U20160426,       P15S,1.0,2026.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,376.2,10.124,34.751,2.0,34.7443,2.0,68.8,2.0,66.1,2.0,25.16,2.0,30.34,2.0,0.0,4.0,2.2,2.0,0.722,2.0,0.397,2.0,0.2,2.0,2234.0,2.0,2300.2,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,10.0797,,47.0794,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4332,128.0,25.0,4333,096U20160426,       P15S,1.0,2025.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,465.5,8.565,34.647,2.0,34.6413,2.0,84.1,2.0,84.3,2.0,29.46,2.0,32.0,2.0,0.0,4.0,2.27,2.0,0.513,2.0,0.278,2.0,0.085,2.0,2233.9,2.0,2300.8,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,8.5154,,40.5136,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4333,128.0,24.0,4334,096U20160426,       P15S,1.0,2024.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,567.5,7.073,34.57,2.0,34.5695,2.0,92.8,2.0,89.4,2.0,38.85,2.0,34.49,2.0,0.0,4.0,2.45,2.0,0.248,2.0,0.137,2.0,0.0,2.0,2245.4,2.0,2307.7,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,7.0185,,36.6774,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4334,128.0,23.0,4335,096U20160426,       P15S,1.0,2023.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,667.1,6.211,34.547,2.0,34.5464,2.0,83.1,2.0,76.8,2.0,49.84,2.0,37.32,2.0,0.0,4.0,2.67,2.0,0.087,2.0,0.049,2.0,0.0,2.0,2266.8,2.0,2315.5,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,6.1508,,37.2014,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4335,128.0,22.0,4336,096U20160426,       P15S,1.0,2022.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,767.2,5.598,34.541,2.0,34.5399,2.0,79.5,2.0,74.2,2.0,59.09,2.0,38.48,2.0,0.0,4.0,2.77,2.0,0.03,2.0,0.018,2.0,0.0,2.0,2279.4,2.0,2325.1,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,5.5318,,36.2121,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4336,128.0,21.0,4337,096U20160426,       P15S,1.0,2021.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,866.2,4.963,34.54,2.0,34.54,2.0,86.2,2.0,81.6,2.0,69.18,2.0,38.45,2.0,0.0,4.0,2.78,2.0,0.011,2.0,0.009,2.0,0.075,3.0,2288.2,2.0,2336.1,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,4.8919,,33.9266,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4337,128.0,20.0,4338,096U20160426,       P15S,1.0,2020.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,966.8,4.605,34.544,2.0,34.5429,2.0,93.0,2.0,89.5,2.0,75.48,2.0,37.99,2.0,0.0,4.0,2.76,2.0,0.007,2.0,0.005,2.0,0.046,3.0,2290.2,2.0,2344.3,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,4.5275,,32.1263,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4338,128.0,19.0,4339,096U20160426,       P15S,1.0,2019.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,1065.6,4.14,34.553,2.0,34.5533,2.0,100.2,2.0,97.0,2.0,84.39,2.0,37.64,2.0,0.0,4.0,2.74,2.0,0.006,2.0,0.005,2.0,0.0,2.0,2297.4,2.0,2354.9,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,4.0576,,30.5102,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4339,128.0,18.0,4340,096U20160426,       P15S,1.0,2018.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,1161.3,3.78,34.565,2.0,34.5635,2.0,104.1,3.0,101.2,2.0,91.54,2.0,37.49,2.0,0.0,4.0,2.73,2.0,,9.0,,9.0,,9.0,2302.1,6.0,2362.7,6.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,3.6926,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4340,128.0,17.0,4341,096U20160426,       P15S,1.0,2017.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,1300.5,3.402,34.579,2.0,34.5778,2.0,108.5,2.0,105.8,2.0,100.13,2.0,37.34,2.0,0.0,4.0,2.71,2.0,0.002,2.0,0.002,2.0,0.0,2.0,2309.4,2.0,2372.8,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,3.3065,,28.1487,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4341,128.0,16.0,4342,096U20160426,       P15S,1.0,2016.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,1441.4,3.064,34.592,2.0,34.5915,2.0,115.8,2.0,113.8,2.0,106.35,2.0,36.9,2.0,0.0,4.0,2.67,2.0,0.003,2.0,0.002,2.0,0.0,2.0,2311.3,2.0,2380.6,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.9603,,26.6063,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4342,128.0,15.0,4343,096U20160426,       P15S,1.0,2015.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,1635.6,2.714,34.61,2.0,34.6095,2.0,119.9,2.0,118.7,2.0,114.29,2.0,36.74,2.0,0.0,4.0,2.65,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.5982,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4343,128.0,14.0,4344,096U20160426,       P15S,1.0,2014.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,1826.6,2.457,34.626,2.0,34.625,2.0,121.6,2.0,120.1,2.0,121.72,2.0,36.66,2.0,0.0,4.0,2.64,2.0,0.002,2.0,0.002,2.0,0.0,2.0,2326.5,2.0,2398.1,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.3285,,24.7235,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4344,128.0,13.0,4345,096U20160426,       P15S,1.0,2013.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,2061.0,2.203,34.641,2.0,34.6402,2.0,125.0,2.0,,9.0,128.37,2.0,36.53,2.0,0.0,4.0,2.62,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,2.0582,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4345,128.0,12.0,4346,096U20160426,       P15S,1.0,2012.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,2351.3,2.004,34.654,2.0,34.6541,2.0,129.6,2.0,129.1,2.0,133.32,2.0,36.33,2.0,0.0,4.0,2.59,2.0,-0.002,2.0,0.002,2.0,0.024,2.0,2333.3,2.0,2411.4,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.837,,23.038,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4346,128.0,11.0,4347,096U20160426,       P15S,1.0,2011.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,2651.1,1.811,34.668,2.0,34.6673,2.0,138.1,2.0,138.6,2.0,135.49,2.0,35.72,2.0,0.0,4.0,2.54,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.6204,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4347,128.0,10.0,4348,096U20160426,       P15S,1.0,2010.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,2941.3,1.684,34.675,2.0,34.6742,2.0,144.5,2.0,145.4,2.0,136.46,2.0,35.32,2.0,0.0,4.0,2.51,2.0,0.001,2.0,0.003,2.0,0.0,2.0,2325.0,2.0,2415.0,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.4687,,21.2431,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4348,128.0,9.0,4349,096U20160426,       P15S,1.0,2009.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,3283.8,1.573,34.683,2.0,34.6836,2.0,153.1,2.0,154.4,2.0,135.04,2.0,34.7,2.0,0.0,4.0,2.45,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.3268,,,,['P15S'],2016-04-26,2016-06-22,Bonnie
4349,128.0,8.0,4350,096U20160426,       P15S,1.0,2008.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,3626.6,1.456,34.69,2.0,34.6838,2.0,161.5,2.0,163.3,2.0,134.03,2.0,34.19,2.0,0.0,4.0,2.41,2.0,0.001,2.0,0.001,2.0,0.0,2.0,2313.1,2.0,2409.9,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.1779,,19.887,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4350,128.0,7.0,4351,096U20160426,       P15S,1.0,2007.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,4015.6,1.373,34.695,2.0,34.689,2.0,169.8,2.0,172.0,2.0,132.41,2.0,33.72,2.0,0.0,4.0,2.37,2.0,0.004,2.0,0.002,2.0,0.0,2.0,2305.6,2.0,2404.3,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,1.0559,,19.492,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4351,128.0,6.0,4352,096U20160426,       P15S,1.0,2006.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,4415.5,1.318,34.7,2.0,34.6948,2.0,178.8,2.0,180.6,2.0,128.53,2.0,33.08,2.0,0.0,4.0,2.32,2.0,0.01,2.0,0.006,2.0,0.0,2.0,2295.4,2.0,2396.3,6.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.9582,,19.0894,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
4352,128.0,5.0,4353,096U20160426,       P15S,1.0,2005.0,2.0,20160621.0,151.0,-5.9991,-168.7513,5679,4815.2,1.254,34.704,2.0,34.6992,2.0,189.3,2.0,191.2,2.0,123.53,2.0,32.37,2.0,0.0,4.0,2.27,2.0,0.021,2.0,0.014,2.0,0.0,2.0,2281.9,2.0,2382.8,2.0,,9.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,9.0,0.85,,18.798,2.0,['P15S'],2016-04-26,2016-06-22,Bonnie
